comes 137
comfort 43
comfortable 37
coming 174
command 72
commander 28
comment 42
comments 30
commerce 58
commercial 61
commission 103
commissioner 19
committed 28
committee 168
commodities 21
common 223
commonly 29
communication 67
communications 28
communism 70
communist 97
communists 39
communities 41
community 231
companies 87
companion 19
company 290
company's 27
comparable 41
compare 28
compared 71
comparison 48
compete 23
competent 21
competition 63
competitive 31
complained 22
complement 21
complete 181
completed 69
completely 110
completion 57
complex 91
complicated 30
component 25
components 55
composed 40
composer 31
composition 25
compromise 20
computed 21
conceived 27
concentrated 30
concentration 47
concept 85
conception 32
concepts 27
concern 98
concerned 135
concerning 62
concerns 43
concert 39
concerts 26
concluded 32
conclusion 59
conclusions 36
concrete 48
condemned 19
condition 91
conditioned 20
conditions 180
conduct 55
conducted 55
conductor 25
conference 96
conferences 25
confidence 56
confirmed 20
conflict 52
confronted 32
confused 44
confusion 44
congo 57
congregation 47
congress 155
congressional 22
congressman 21
connected 33
connection 69
conscience 40
conscious 46
consciousness 30
consequence 30
consequences 34
consequently 31
conservative 31
consider 127
considerable 96
considerably 44
consideration 49
considerations 31
considered 151
considering 47
consisted 24
consistent 28
consistently 19
consisting 27
consists 43
conspiracy 22
constant 71
constantly 41
constitute 29
constitution 49
constitutional 25
constructed 37
construction 95
consumer 37
contact 63
contacts 25
contain 45
contained 60
containing 45
contains 38
contemporary 63
content 53
contest 26
context 35
continental 19
continually 25
continue 107
continued 133
continues 41
continuing 61
continuity 25
continuous 44
continuously 23
contract 60
contracts 24
contrary 52
contrast 74
contribute 44
contributed 39
contribution 37
contributions 29
control 223
controlled 39
controlling 23
controls 30
controversy 26
convenience 19
convenient 22
convention 28
conventional 51
conversation 50
conversion 21
converted 20
conviction 50
convictions 20
convinced 50
cook 47
cooking 32
cool 62
coolidge 26
cooling 41
cooperation 39
cooperative 20
cope 21
copy 38
core 37
corn 34
corner 116
corporate 19
corporation 90
corporations 25
corps 109
correct 52
correspondence 25
corresponding 38
cost 229
costs 176
cottage 19
cotton 38
could 1599
couldn't 175
council 103
count 49
counter 31
counties 35
countries 151
country 324
county 155
couple 122
courage 32
course 465
courses 61
court 230
courts 50
cousin 51
cover 88
coverage 25
covered 104
covering 32
covers 32
cow 29
crack 21
craft 23
crash 20
crawled 20
crazy 34
cream 20
create 54
created 81
creating 29
creation 46
creative 49
creatures 20
credit 64
crew 36
cried 30
crime 35
criminal 24
crises 21
crisis 82
critic 25
critical 58
criticism 40
critics 27
cromwell 21
crop 20
cross 55
crossed 42
crossing 21
crowd 53
crowded 32
crown 19
crucial 30
cry 48
crystal 23
cuba 47
cuban 19
cultural 55
culture 58
cup 45
cure 28
curiosity 23
curious 46
current 104
currently 34
curt 32
curve 45
customer 27
customers 41
cut 192
cuts 30
cutting 66
cycle 24
daily 122
dallas 58
damage 33
damn 34
dan 27
dance 90
dancer 31
dancers 32
dances 23
dancing 43
danger 70
dangerous 46
dare 21
dark 185
darkness 43
dartmouth 30
data 173
date 103
dates 30
daughter 72
dave 31
david 51
davis 29
dawn 28
day 695
days 386
dc 29
dead 174
deal 142
dealer 25
dealers 33
dealing 43
dealt 22
dean 40
dear 54
death 277
debate 32
decade 46
decades 34
december 62
decent 20
decide 40
decided 141
decision 119
decisions 54
deck 23
declaration 24
declared 66
decline 31
dedicated 23
dedication 21
deegan 22
deep 109
deeper 37
deeply 39
defeat 31
defend 21
defense 167
define 27
defined 39
definite 37
definitely 21
definition 38
degree 129
degrees 23
delaware 27
delay 21
delayed 25
deliberately 30
delicate 27
delight 29
delightful 26
delivered 37
delivery 19
demand 102
demanded 42
demanding 19
demands 55
democracy 24
democratic 109
democrats 41
demonstrate 28
demonstrated 33
demonstration 25
denied 47
density 30
deny 47
department 225
departments 25
depend 45
dependent 40
depending 32
depends 49
depression 24
depth 53
derived 39
describe 41
described 120
describes 22
description 54
desegregation 40
desert 21
design 114
designed 108
designs 28
desirable 36
desire 79
desired 50
desires 24
desk 65
despair 21
desperate 26
desperately 22
despite 104
destiny 22
destroy 48
destroyed 39
destruction 38
destructive 25
detail 72
detailed 52
details 57
detective 52
detergent 25
determination 39
determine 107
determined 119
determining 33
detroit 21
develop 89
developed 170
developing 52
development 334
developments 44
device 55
devices 37
devil 25
devoted 51
di 22
diameter 45
dictionary 57
did 1044
didn't 401
die 73
died 86
diet 21
difference 148
differences 79
different 312
difficult 161
difficulties 46
difficulty 76
diffusion 24
dignity 35
dilemma 25
dimensions 30
dining 28
dinner 91
diplomatic 28
direct 129
directed 68
direction 134
directions 30
directly 141
director 101
directors 19
dirt 43
dirty 36
disappeared 35
disaster 26
discharge 19
discipline 27
discover 40
discovered 73
discovery 45
discrimination 23
discuss 28
discussed 65
discussion 94
discussions 32
disease 53
dishes 21
disk 25
displacement 23
display 41
displayed 21
displays 21
disposal 20
dispute 34
distance 108
distant 37
distinct 42
distinction 41
distinctive 20
distinguished 42
distributed 27
distribution 85
district 135
districts 38
disturbed 26
dive 23
divided 55
divine 34
division 107
divorce 29
do 1362
doc 20
doctor 100
doctors 31
doctrine 46
documents 19
does 485
doesn't 87
dog 75
dogs 70
doing 163
dollar 46
dollars 98
dolores 20
domestic 63
dominant 65
dominated 20
don 23
don't 489
donald 20
done 320
door 312
doors 36
double 57
doubt 114
doubtful 22
douglas 23
down 895
downtown 41
dozen 52
dr 192
draft 24
drama 43
dramatic 63
drank 19
draw 56
drawing 40
drawings 21
drawn 70
dream 64
dreamed 19
dreams 30
dress 67
dressed 36
dressing 22
drew 68
dried 28
drill 33
drink 82
drinking 48
drinks 22
drive 105
driven 44
driver 49
drivers 25
driving 53
drop 59
dropped 101
drove 62
drug 24
drugs 28
drunk 37
dry 68
drying 29
due 142
dull 27
during 585
dust 70
duties 34
duty 61
dying 34
dynamic 21
e 133
each 877
eager 27
ear 29
earlier 146
earliest 22
early 366
earnings 19
ears 38
earth 150
ease 42
easier 51
easily 106
east 183
eastern 32
easy 125
eat 61
eating 32
economic 243
economical 22
economy 79
ecumenical 29
eddie 30
edge 78
edges 37
edition 37
editor 77
editorial 42
educated 21
education 214
educational 70
edward 45
effect 213
effective 129
effectively 37
effectiveness 32
effects 109
efficiency 50
efficient 32
effort 145
efforts 127
eg 30
eggs 35
eight 104
eighteenth 23
eighth 23
eileen 26
eisenhower 50
either 284
ekstrohm 26
el 20
elaborate 32
elaine 22
elected 33
election 77
elections 51
electric 68
electrical 46
electricity 26
electron 30
electronic 68
electronics 32
element 52
elementary 19
elements 107
eleven 40
eliminate 26
eliminated 22
else 176
elsewhere 45
em 44
emerged 26
emergency 39
emission 32
emotion 34
emotional 68
emotions 43
emphasis 58
emphasize 20
empire 22
empirical 23
employed 49
employee 24
employees 65
employment 47
empty 64
enable 23
encounter 28
encountered 30
encourage 46
encouraged 29
encouraging 23
end 410
ended 60
ending 31
endless 20
ends 66
enemies 27
enemy 88
energy 100
enforced 20
enforcement 19
engaged 47
engagement 22
engine 50
engineer 42
engineering 46
engineers 35
england 154
english 195
enjoy 44
enjoyed 57
enjoyment 21
enormous 37
enough 430
enter 78
entered 98
entering 24
enterprise 31
entertainment 29
enthusiasm 28
enthusiastic 24
entire 149
entirely 91
entitled 56
entrance 57
entries 19
entry 26
envelope 21
environment 43
equal 90
equally 62
equation 33
equipment 167
equipped 36
equivalent 46
era 30
error 36
errors 44
escape 65
especially 162
essential 81
essentially 47
establish 58
established 108
establishing 26
establishment 52
estate 51
estimate 39
estimated 67
estimates 24
et 31
etc 58
eternal 29
ethical 29
ethics 19
eugene 25
europe 118
european 61
evaluation 31
eve 19
even 1171
evening 133
event 81
events 101
eventually 52
ever 345
every 491
everybody 72
everyone 94
everything 185
everywhere 47
evidence 204
evident 56
evidently 25
evil 72
exact 27
exactly 103
examination 29
examine 33
examined 28
example 292
examples 53
excellent 68
except 181
exception 40
exceptions 26
excess 42
excessive 30
exchange 70
excited 23
excitement 32
exciting 29
exclusive 28
exclusively 24
excuse 27
executive 55
exercise 58
exercises 23
exhibit 25
exhibition 22
exist 59
existed 40
existence 107
existing 60
exists 42
expanded 20
expanding 28
expansion 47
expect 108
expectations 23
expected 187
expects 22
expenditures 45
expense 50
expenses 47
expensive 44
experience 276
experienced 53
experiences 53
experiment 63
experimental 38
experiments 66
expert 30
experts 38
explain 64
explained 80
explains 20
explanation 43
explicit 24
exploration 25
exposed 34
exposure 25
express 42
expressed 75
expressing 24
expression 79
extend 31
extended 55
extending 29
extension 36
extensive 44
extent 110
external 43
extra 50
extraordinary 31
extreme 62
extremely 50
eye 122
eyes 401
fabrics 29
face 371
faced 54
faces 72
facilities 99
facing 34
fact 447
factor 71
factories 24
factors 106
factory 32
facts 87
faculty 74
fail 37
failed 74
failure 89
faint 25
fair 77
fairly 58
faith 111
fall 147
fallen 34
falling 33
fallout 31
falls 32
false 29
familiar 72
families 68
family 331
famous 89
fans 21
fantastic 20
far 428
farm 125
farmer 23
farmers 37
farther 32
fascinating 20
fashion 69
fast 78
fat 60
fate 33
father 183
father's 38
fathers 19
faulkner 21
fault 22
favor 78
favorable 33
favorite 41
fear 127
fears 47
feature 37
features 80
feb 20
february 45
fed 42
federal 246
feed 123
feeding 26
feel 216
feeling 172
feelings 61
feels 45
fees 29
feet 283
felix 30
fell 92
fellow 63
fellowship 36
felt 357
female 50
fence 30
festival 27
few 601
fewer 33
fiber 27
fibers 23
fiction 46
field 274
fields 72
fifteen 56
fifth 38
fifty 68
fig 73
fight 98
fighting 72
figure 209
figured 20
figures 113
file 81
filed 33
filing 19
fill 50
filled 99
filling 36
film 96
films 31
final 156
finally 191
finance 31
financial 86
financing 34
find 399
finding 53
findings 34
finds 59
fine 161
finger 40
fingers 66
finish 39
finished 87
fire 187
fired 44
firing 24
firm 109
firmly 49
firms 55
first 1361
fiscal 116
fish 35
fishing 32
fist 25
fit 75
fitted 20
five 286
fixed 87
flash 21
flat 67
fled 28
flesh 52
flew 27
flexible 25
flight 46
floor 158
florida 20
flow 67
flower 23
flowers 57
fluid 21
flux 30
fly 33
flying 43
foam 37
foams 22
focus 40
fog 25
fogg 23
foil 20
folk 34
folklore 28
folks 19
follow 97
followed 172
following 221
follows 77
food 147
foods 51
fool 37
foot 92
football 36
for 9489
force 230
forced 81
forces 175
ford 24
foreign 158
forest 66
forests 22
forever 39
forget 54
forgive 24
forgotten 38
form 370
formal 48
formation 37
formed 76
former 131
formerly 28
forming 21
forms 128
formula 59
formulas 22
fort 55
forth 71
fortunate 22
fortunately 20
fortune 25
forty 36
forward 115
fought 46
found 536
foundation 38
founded 20
four 359
fourteen 31
fourth 74
fraction 23
fractions 20
frame 74
frames 26
france 74
francis 21
francisco 41
frank 68
franklin 30
fred 27
freddy 20
frederick 19
free 260
freedom 128
freely 22
freight 28
french 139
frequencies 31
frequency 22
frequent 34
frequently 91
fresh 82
friday 60
friend 133
friendly 61
friends 163
friendship 27
frightened 26
from 4370
front 221
frontier 30
frozen 27
fruit 35
ft 26
full 230
full-time 24
fully 80
fun 44
function 113
functional 24
functions 48
fund 62
fundamental 50
funds 95
funeral 33
funny 41
furnish 29
furnished 23
furniture 39
further 218
furthermore 39
future 227
gain 74
gained 39
gains 19
gallery 31
game 126
games 55
gang 22
garage 21
garden 60
gardens 32
gas 98
gate 37
gather 20
gathered 32
gathering 28
gave 285
gay 30
gear 26
gen 23
general 497
generally 132
generation 55
generations 23
generous 25
genius 23
gentle 27
gentleman 28
gentlemen 21
gently 31
genuine 34
george 129
georgia 46
german 85
germans 27
germany 81
gesture 32
get 749
gets 66
getting 164
giant 23
giants 23
gift 33
gin 23
girl 220
girls 144
give 391
given 377
gives 112
giving 96
glad 38
glance 40
glanced 25
glass 99
glasses 29
glory 21
go 626
goal 60
goals 40
god 318
god's 38
goes 89
going 399
gold 52
golden 42
golf 34
gone 195
good 807
goods 57
gorton 32
got 482
gov 19
governing 21
government 417
governmental 23
governments 61
governor 83
grabbed 20
grace 40
grade 35
grades 23
gradually 51
graduate 30
grain 30
grains 20
grand 48
grant 47
granted 56
grants 20
grass 53
grateful 25
grave 33
gray 80
great 665
greater 188
greatest 88
greatly 62
greek 61
green 116
greenwich 27
greeted 20
greg 26
grew 64
grinned 30
grip 20
gross 66
ground 186
grounds 58
group 390
groups 125
grow 63
growing 108
grown 43
grows 22
growth 155
guard 48
guards 19
guess 56
guest 39
guests 64
guidance 40
guide 36
guided 20
guilt 33
guilty 29
gulf 22
gun 118
guns 42
guy 51
guys 20
gyro 26
habit 23
habits 21
had 5131
hadn't 99
hair 148
hal 28
half 275
hall 152
ham 19
hand 431
handed 38
handle 53
handled 26
handling 38
hands 289
handsome 40
hang 26
hanging 28
hanover 66
hans 44
happen 63
happened 149
happening 28
happens 40
happily 20
happiness 23
happy 98
harbor 37
hard 202
harder 23
hardly 106
hardy 42
harm 25
harmony 33
harold 32
harris 29
harry 35
harvard 34
has 2439
hasn't 20
hat 56
hate 42
hated 28
hatred 20
have 3942
haven't 38
having 279
he 9542
he'd 98
he'll 31
he's 125
head 424
headed 59
heading 32
headquarters 65
heads 43
health 105
healthy 33
hear 153
heard 247
hearing 76
hearst 48
heart 173
hearts 23
heat 97
heating 24
heaven 43
heavily 60
heavy 110
heels 23
height 35
heights 23
held 264
hell 95
help 311
helped 66
helpful 29
helping 44
helpless 21
helps 31
helva 26
hen 22
hence 58
henrietta 41
henry 83
her 3037
herd 22
here 750
heritage 21
hero 52
heroic 21
herself 125
hesitated 21
hidden 20
hide 22
high 498
higher 161
highest 63
highly 94
highway 40
hill 72
hills 50
him 2619
himself 603
hired 25
his 6996
historian 30
historians 20
historic 23
historical 71
history 286
hit 116
hits 22
hoag 21
hold 169
holder 27
holding 65
holds 42
hole 59
holes 39
hollywood 23
holmes 39
holy 49
home 547
homes 62
honest 47
honey 25
honor 66
honored 24
hope 178
hoped 48
hopes 48
hoping 30
horizon 27
horn 31
horse 117
horses 71
hospital 110
hospitals 20
host 36
hot 130
hotel 126
hotels 20
hour 149
hours 175
house 591
household 32
houses 83
housing 59
houston 25
how 836
howard 32
however 552
hr 27
hudson 53
huge 54
hughes 29
human 299
humanity 28
humor 47
hundred 171
hundreds 44
hung 65
hungry 23
hunting 34
hurried 23
hurry 36
hurt 37
husband 131
hydrogen 39
hypothalamic 22
i 5180
i'd 104
i'll 181
i'm 269
i've 125
ice 45
idea 195
ideal 61
ideas 143
identical 31
identification 43
identified 46
identify 26
identity 55
ideological 21
ie 43
if 2199
ignored 29
ill 39
illinois 41
illness 20
illusion 37
illustrated 37
illustration 24
image 119
images 37
imagination 65
imagine 61
imagined 27
imitation 23
immediate 81
immediately 123
impact 67
implications 22
importance 108
important 369
imposed 19
impossible 84
impressed 30
impression 45
impressions 25
impressive 49
improve 39
improved 55
improvement 40
improvements 20
impulse 20
in 21345
inadequate 32
inc 20
inch 74
inches 86
incident 49
inclined 21
include 113
included 97
includes 45
including 171
income 109
increase 195
increased 146
increases 72
increasing 74
increasingly 42
incredible 23
indeed 162
independence 70
independent 70
index 81
india 58
indian 52
indians 33
indicate 80
indicated 108
indicates 40
indication 20
indirect 21
individual 239
individuals 73
industrial 143
industries 36
industry 171
inevitable 33
inevitably 38
influence 132
information 269
informed 57
inherent 26
initial 68
initiative 32
injured 20
injury 27
inner 55
innocence 28
innocent 37
input 20
insects 23
inside 174
insight 22
insist 27
insisted 43
inspection 21
inspired 25
installed 35
instance 82
instances 30
instant 38
instead 173
institute 50
institution 41
institutions 98
instruction 26
instructions 35
instrument 47
instruments 26
insurance 46
insure 24
integration 48
intellectual 66
intelligence 48
intelligent 26
intended 45
intense 40
intensity 56
intention 36
intentions 22
interest 330
interested 105
interesting 82
interests 83
interference 45
interior 74
intermediate 21
internal 62
international 155
interpretation 54
interpreted 24
intervals 25
intervention 20
interview 33
interviews 19
intimate 21
into 1791
introduced 52
introduction 39
invariably 31
invention 20
inventory 23
investigation 51
investigations 22
investment 43
invitation 20
invited 26
involve 31
involved 147
involves 41
involving 33
irish 28
iron 43
is 10102
island 167
islands 31
isn't 97
isolated 35
issue 152
issued 50
issues 66
it 8760
it's 302
italian 47
italy 34
item 54
items 72
its 1858
itself 304
jack 92
jacket 33
jackson 36
jail 21
james 102
jan 24
jane 35
january 53
japan 38
japanese 53
jazz 98
jean 23
jefferson 27
jersey 25
jess 33
jesus 66
jet 29
jew 26
jewish 74
jews 55
jim 36
job 239
jobs 65
joe 55
john 362
john's 21
johnnie 26
johnny 30
johnson 34
johnston 21
join 65
joined 56
joint 39
joke 22
jones 73
joseph 55
journal 42
journey 28
joy 40
joyce 21
jr 74
judge 77
judges 21
judgment 60
judgments 28
julia 27
july 66
jump 24
jumped 35
june 99
jungle 20
junior 75
juniors 32
jurisdiction 29
jury 67
just 872
justice 114
justified 23
justify 26
kansas 31
katanga 21
kate 41
kay 21
keep 264
keeping 60
keeps 21
keith 21
kennedy 140
kennedy's 26
kept 186
key 88
keys 34
khrushchev 68
kid 61
kids 32
kill 63
killed 75
killer 21
killing 23
kind 313
kinds 36
king 88
kingdom 26
kitchen 90
knee 35
knees 38
knew 395
knife 76
knocked 31
know 683
knowing 50
knowledge 145
known 245
knows 99
la 61
label 19
labor 149
laboratory 40
lack 110
lacked 19
lacking 32
ladder 19
ladies 37
lady 80
laid 77
lake 54
land 218
landing 26
lands 25
landscape 20
lane 30
language 109
languages 40
laos 64
large 361
largely 68
larger 123
largest 53
last 676
late 179
later 397
latest 35
latin 50
latter 114
laugh 28
laughed 51
laughing 27
laughter 22
launched 21
laura 20
law 299
lawrence 39
laws 88
lawyer 43
lawyers 24
lay 139
lb 24
lead 129
leader 74
leaders 107
leadership 92
leading 68
leads 33
league 69
lean 20
leaned 38
leaped 20
learn 84
learned 117
learning 60
least 343
leather 24
leave 205
leaves 49
leaving 88
led 132
lee 34
left 480
leg 58
legal 72
legend 26
legislation 46
legislative 40
legislators 20
legislature 39
legs 67
length 116
lengths 23
less 438
lesson 29
let 384
let's 69
letter 145
letters 115
letting 31
level 213
levels 69
lewis 58
liberal 69
liberals 26
liberty 46
libraries 28
library 62
license 36
lid 19
lie 59
lies 44
lieutenant 29
life 715
lift 23
lifted 43
light 333
lighted 29
lighting 23
lightly 31
lights 47
like 1290
liked 58
likely 151
likes 20
limit 48
limitations 28
limited 106
limits 41
lincoln 47
linda 42
line 298
linear 21
lines 198
lips 69
liquid 48
liquor 43
list 133
listed 44
listen 51
listened 30
listeners 20
listening 39
lists 34
literally 27
literary 78
literature 133
little 831
live 177
lived 115
lively 26
lives 81
livestock 19
living 194
lo 22
load 45
loaded 22
loan 46
loans 32
lobby 20
local 288
located 64
location 63
lock 23
locked 30
locking 31
lodge 19
logical 34
london 89
lonely 25
long 756
long-range 39
long-term 32
longer 193
look 399
looked 367
looking 173
looks 78
loop 21
loose 53
lord 93
los 52
lose 58
losing 28
loss 86
losses 46
lost 173
lot 127
lots 42
loud 20
louis 74
louisiana 30
love 232
loved 56
lovely 44
lover 19
loves 19
low 174
lower 123
lowered 21
loyalty 22
luck 47
lucky 21
lucy 45
lumber 35
lunch 33
luncheon 23
lungs 20
luxury 21
lying 36
ma 23
machine 103
machinery 60
machines 54
mad 39
made 1125
madison 23
magazine 39
magazines 25
maggie 23
magic 37
magnetic 25
magnificent 27
